,id,deceased,current_status,branch_id,branch_name,college,gender,location,referrer,league,username
43759,43759,False,topcont,13443,BennettJ,University of South Carolina,Male,"West Columbia, South Carolina",39452,Orbital,AlessiT
1721,1721,False,std,15037,ReedyM,,Male,"New Haven, Connecticut",13816,Sunrise,AlevyM
67135,67135,False,topcont,2138,NagorskyM,,Male,"Hoboken, New Jersey",42329,Sierra,AlexB
67301,67301,False,std,23085,RautY,,Male,"Portland, Oregon",65656,Typhoon,Alexander-Fagan S
45209,45209,False,cc,4003,TangrediF,Carnegie Mellon University,Female,"Bethel Park, Pennsylvania",4003,Rubicon,AlexanderDJ
45514,45514,False,std,21705,GordonA,Harvard College,Male,"Bellingham, Washington",9476,Volcano,AlexanderJK
47401,47401,False,cc,20003,SiyS,University of Rochester,Male,"San Francisco, California",20003,Maritime,AlexanderJR
25325,25325,False,cc,15126,OlivieriG,"University of Michigan, Ann Arbor",Male,"Venice, California",7068,Rainforest,AlexanderJS
27882,27882,False,std,24436,HunterTJ,Vanderbilt University,Male,"Champaign, Illinois",24436,Sierra,AlexanderM
56397,56397,False,std,26958,RaphelB,Wellesley,Female,"Los Angeles, California",13644,Byzantium,AlexanderM755
43923,43923,False,std,12571,HechtR,,Male,"London, United Kingdom",22594,Continental,AlexanderMJ
7068,7068,False,pm,15126,OlivieriG,UNC - Chapel Hill,Male,"Astoria, New York",17033,Rainforest,AlexanderS2
26566,26566,False,pm,25975,WhitakerM,University of British Columbia,Male,"Vancouver, British Columbia",16306,Cosmos,AlexanderT
1777,1777,False,std,18426,HamburgerM,Rice University,Male,"Houston, Texas",22342,Mesa,AlexanderT212
26592,26592,False,pm,26592,AlexanderTJ,,Male,"Decatur, Georgia",1209,Maelstrom,AlexanderTJ
13641,13641,False,std,3270,BoylesS,"The University of Texas at Austin, The University of Alabama",Male,"Austin, Texas",3270,Alpine,AlexanderW
40013,40013,False,pm,28236,SpeerJ,University of Virginia,Male,"Fairfax, Virginia",4194,Riviera,AlexandrowN
49478,49478,False,std,20582,DeekerA,University of Toronto,Female,"Toronto, Ontario",21163,Denali,AlexsonP
60267,60267,False,std,20582,DeekerA,Memorial University of Newfoundland,Female,"Fort Erie, Ontario",49478,Denali,AlexsonT
44714,44714,False,std,5809,WechtB,UIUC,Male,"Chicago, Illinois",20708,Isthmus,AlfanoS
13496,13496,False,std,15684,BarocasV,University of Minnesota,Male,"Minneapolis, Minnesota",15684,Commonwealth,AlfordP
9095,9095,False,pm,9095,AliF,Brown University,Female,"Wellesley, Massachusetts",23714,Delta,AliF
61592,61592,False,std,18540,VaidyaR,Duke,Male,"Raleigh, North Carolina",57175,Prairie,AliH
45769,45769,False,cc,24908,WatkinsAF,The George Washington University,Male,"Glen Mills, Pennsylvania",24908,Patagonia,AliM
54564,54564,False,std,13632,LindemulderA,Uchicago,Female,"washington, DC",42921,Central,AliMinna
66196,66196,False,topcont,17412,KushnerJ,,Male,"New York, New York",17412,Nova,AliS2
58880,58880,False,std,3340,ChakrabartyK,Stanford,Male,"Palo Alto, California",36876,Yukon,AliZ
51160,51160,False,std,16766,SuthersE,Muhlenberg College,Male,"Providence, Rhode Island",43963,Savanna,AlianielloD
59605,59605,False,std,37205,StandishJ,,Female,"Los Angeles, California",57440,Pacific,AlimiN
15333,15333,False,pm,1233,SorensonG,University of Connecticut,Male,"Denver, Colorado",1233,Sequoia,AllainB
49903,49903,False,std,12927,AlvaradoC,Washington University,Male,"Cleveland, Ohio",12927,Metro,AllardC
17508,17508,False,std,17508,AllardM,University of Connecticut,Gender Nonconforming,"Wethersfield, Connecticut",11657,Isthmus,AllardM
16439,16439,False,std,12886,MercureT,,Male,"Chartres, France",1111,Zenith,AllardMa
57632,57632,False,topcont,8186,ShahSR,,Female,"Hoboken, New Jersey",52794,Orange,Allen-DickerK
50492,50492,False,std,27728,YeungL,Northwestern,Male,"Los Angeles, California",45259,Magnolia,Allen-NiesenK2
41786,41786,False,pm,41786,Allen-SilviaZ,University of Connecticut,Male,"East Lyme, Connecticut",24129,Central,Allen-SilviaZ
47663,47663,False,cc,23714,SausvilleK,Valparaiso University,Female,"Batavia, Illinois",19759,Memorial,AllenA3
22089,22089,False,pm,19471,WaxmanJ,University of Virginia,Male,"Olney, Maryland",19471,Pacific,AllenB
68053,68053,False,topcont,27127,EllwangerJ,,Male,"Norman, Oklahoma",38308,Quetzal,AllenB44
55122,55122,False,std,3577,AntonA,Penn State,Male,"San Francisco, California",46948,Laguna,AllenBA
19385,19385,False,std,23763,CottB,Seton Hall University,Female,"New York, New York",14492,Polaris,AllenC
65379,65379,False,std,12025,ChongJ,UNC,Male,"San Francisco, California",21133,Meadow,AllenC2
53334,53334,False,std,3934,BanksL,Brigham Young University,Female,"Portland, Oregon",35101,Forest,AllenCC
45868,45868,False,std,5692,VinyardS,University of Wisconsin Madison,It's Complicated,"Madison, Wisconsin",41279,Alpine,AllenD2
11178,11178,False,cc,6723,ZawistowskiS,WGU,Male,"Mishawaka, Indiana",6723,Garden,AllenD7
53390,53390,False,std,20820,AlayonJ,UNC Chapel Hill,Male,"Boston, Massachusetts",19005,Forest,AllenDE
28596,28596,False,std,10916,WittlinM,"Bucknell University, Syracuse University",Male,"West Deptford, New Jersey",9250,Village,AllenDG
10059,10059,False,pm,13245,LakeT,University of Cambridge,Male,"Houston, Texas",13245,Cascade,AllenDRV
41279,41279,False,cc,5692,VinyardS,"Stanford University, University of Pennsylvania",Male,"San Francisco, California",2623,Alpine,AllenDug
11769,11769,False,std,26413,BasuN,,Female,"London, United Kingdom",2784,Foundry,AllenE2
60298,60298,False,std,4731,LipkinA,Simmons University,Female,"Boston, Massachusetts",10752,Prairie,AllenI
43869,43869,False,std,26958,RaphelB,Centre,Male,"Crestwood, Kentucky",36915,Byzantium,AllenJ2
27840,27840,False,std,1373,ZalcensteinA,Duke,Male,"Melrose, Massachusetts",7327,Metro,AllenJC
25826,25826,False,pm,29694,KorenmanA,UCLA,Female,"Portland, Oregon",29694,Morningstar,AllenL2
5475,5475,False,std,26321,BreedingJ,American University,Male,"Columbus, Ohio",26321,Plaza,AllenLR
13485,13485,False,std,23051,ZellwegerS,Case Western Reserve University,Male,"Beachwood, Ohio",2399,Union,AllenN
50249,50249,False,std,8186,ShahSR,Hunter College,Female,"Great Neck, New York",35544,Orange,AllenNM
9042,9042,False,std,26209,CantorN,"University of Durham, University of Oxford",Male,"London, United Kingdom",11987,Serengeti,AllenPD
17904,17904,False,std,25527,PollackN,Northwestern University,Female,"Austin, Texas",25527,Delta,AllenR
42059,42059,False,std,5380,BrassilG,Deep Springs,Neither,"Brooklyn, New York",39133,Spring,AllenS2
8189,8189,False,pm,8189,AllenT,University of Oregon,Female,"Vancouver, Washington",4287,Utopia,AllenT
58071,58071,False,topcont,2050,ConeT,,Male,"Philadelphia, Pennsylvania",41794,Byzantium,AllenT2
27229,27229,False,std,10900,DohertyK,University of Delaware,Male,"Milton, Delaware",10900,Serengeti,AllenW2
66497,66497,False,std,21125,TeneryD,Indiana University,Male,"Bloomington, Indiana",46809,Utopia,Allenmb12
62363,62363,False,std,16394,MockR,Northwestern University,Female,"Arvada, Colorado",15803,Rubicon,AllerhandJ
1607,1607,False,std,4409,ThompsonM,University of Illinois,Male,"Chicago, Illinois",17519,Veldt,AllertonJ
22860,22860,False,std,24847,RyderM,Georgia Tech and FAMU,Male,"Melbourne, Florida",9074,Olympic,AllexD
24380,24380,False,std,10882,PatschakB,Purdue,Male,"Alexandria, Virginia",10882,Fjord,AlleyR
12447,12447,False,std,17420,SmithSP,Hampshire College,Trans Man,"College Park, Maryland",10672,Coastal,AllfisherJ
10819,10819,False,std,21473,PaquetP,Carleton University,Male,"Ottawa, Ontario",23087,Valley,AllidinaA
16656,16656,False,std,9353,PeekP,,Female,"Washington, DC",9353,Seaboard,AllinaA
40540,40540,False,std,15780,MichaelD,University of Chicago,Male,"Chicago, Illinois",37143,Piedmont,AllisonC
34315,34315,False,std,26600,MarggrafA,Gonzaga Law,Female,"Spokane Valley, Washington",26600,Denali,AllisonK
5615,5615,False,cc,12886,MercureT,Rutgers,Male,"Linwood, New Jersey",26618,Zenith,AlmanzaElliott
6269,6269,False,std,6269,Almasa,University of Toronto,Male,"Delta, British Columbia",12363,Cherry,Almasa
28943,28943,False,std,17203,SaundersA,Trent University,Male,"Burlington, Ontario",11245,Delta,AlmeyJ
59081,59081,False,std,44713,ZunS,,Female,"Redwood City, California",55365,Garden,AlmirantearenaE
2699,2699,False,std,21023,TalesnikR,"University of Richmond, American University",Female,"Glen Allen, Virginia",17531,Orbital,AlmoiteA
17531,17531,False,pm,21023,TalesnikR,"UC San Diego, CUA",Male,"Glen Allen, Virginia",20679,Orbital,AlmoiteB
53102,53102,False,std,9209,LipkinS,University of Florida,Male,"Boston, Massachusetts",9209,Lyceum,AlmondA
61650,61650,False,pm,12530,AhluwaliaS,University of Washington,Male,"Seattle, Washington",12530,Canyon,AlmusaherA
18839,18839,False,std,9475,PahkJ,"University of California, Riverside",Male,"Playa Del Rey, California",15016,Coastal,AlonzoA
24768,24768,False,std,8060,HancockA,UC Davis,Male,"Portland, Oregon",8060,Village,AlpayS
59996,59996,False,std,9193,KlionskyG,University of Pennsylvania,Male,"Chicago, Illinois",54755,Yukon,Alper M
51776,51776,False,std,36534,LaClairPat,,Male,"East Montpelier, Vermont",48513,Taiga,AlperinM
20054,20054,False,pm,17676,WinchellV,Harvard,Male,"Norman, Oklahoma",17676,Pacific,AlpersB
52801,52801,False,std,3056,RafalA,Columbia University,Male,"Washington, DC",3056,Piedmont,AlpertM2
50091,50091,False,std,22178,HabermanJ,Virginia Tech,Female,"Memphis, Tennessee",40836,Boardwalk,AlspaughJ
64126,64126,False,std,10683,GoodmanM,UC Davis,Male,"Oakland, California",59284,Evergreen,AlstonCool
67190,67190,False,std,10683,GoodmanM,UC Davis,Male,"Woodland, California",64126,Evergreen,AlstonJumbuck
63125,63125,False,std,10946,McGeeQ,,Male,"Oakland, California",60356,Sugarloaf,AlstonM2
60356,60356,False,std,10946,McGeeQ,North Carolina State,Male,"Falmouth, Maine",20744,Sugarloaf,AlstonMatt
45837,45837,False,std,9844,KaneMH,Northeastern State University,Male,"Tulsa, Oklahoma",35982,Morningstar,AlsupR
12027,12027,False,std,21529,MonrealB,Michigan State University,Male,"Vancouver, British Columbia",21529,Union,AltD
59265,59265,False,std,23554,HaspelD,Columbia University,Male,"Brooklyn, New York",56085,Veldt,AltabefD
41224,41224,False,std,27642,MathiesonW,,Male,"North Vancouver, British Columbia",37645,Yukon,AlteenA
50195,50195,False,std,13688,McIlroyD,Miami University,Female,"Flower Mound, Texas",7079,Monolith,AltemeierJ
7079,7079,False,pm,13688,McIlroyD,Princeton,Male,"Austin, Texas",13688,Monolith,AltemeierM
7249,7249,False,std,13688,McIlroyD,University of Texas at Dallas,Male,"Frisco, Texas",7079,Monolith,AltemeierMD
56536,56536,False,std,2050,ConeT,Brown University,Male,"Berkeley, California",41899,Byzantium,AlterH
41899,41899,False,topcont,2050,ConeT,Harvard College,Male,"Montclair, New Jersey",17414,Byzantium,AlterJ
66410,66410,False,cc,33962,SchneiderJake,Carleton College,Male,"Santa Barbara, California",48866,Rainbow,AlthauserS
61277,61277,False,cc,11337,OrganP,Brandeis University,Male,"Watertown, Massachusetts",42302,Riviera,AltholzJ
34049,34049,False,std,26380,KavanaughP,University of Illinois Urbana-Champaign,Male,"Oak Park, Illinois",26534,Magnolia,AltierK
61971,61971,False,std,14808,NickA,,Female,"Carmle, New York",57016,Laurel,AltizioR
23769,23769,False,std,23475,KavanaughS,University of Chicago,Male,"University City, Missouri",12120,Elysium,AltmanM
24925,24925,False,std,28740,ReingoldC,Vanderbilt,Male,"Atlanta, Georgia",11606,Peninsula,AltmanMA
62187,62187,False,std,27149,AhernC,Stanford University,Female,"San Mateo, California",2761,Maelstrom,Alvarado JonesB
12927,12927,False,pm,12927,AlvaradoC,Univ. of Notre Dame,Male,"Cleveland, Ohio",9211,Metro,AlvaradoC
35685,35685,False,std,3482,KayaliM,University of Texas,Male,"Dallas, Texas",10369,Windward,AlvaradoR2
3400,3400,False,pm,21833,PopielinskiL,University of Miami,Female,"Miami, Florida",21833,Tidewater,Alvarez-StrangHilda
7878,7878,False,std,23021,RonickherM,University of Virginia,Male,"Arlington, Virginia",26378,Peninsula,AlvarezA
54014,54014,False,std,13079,ThombleyP,The College of William and Mary,Female,"Buffalo, New York",37332,Mesa,AlvarezA2
14376,14376,False,std,9936,TolanyB,University of Miami,Male,"Minneapolis, Minnesota",8244,River,AlvarezC
63668,63668,False,std,5161,JonesC,"University of Virginia, University of Texas (Grad)",Male,"Chicago, Illinois",45104,Nebula,AlvarezJ2
46509,46509,False,std,1780,ZuckermanM,Ithaca College,Female,"Los Angeles, California",39367,Wilderness,AlvarezL2
52524,52524,False,std,21168,VanderburC,,Female,"Waymart, Pennsylvania",42591,Utopia,AlvarezM
61761,61761,False,std,7786,BlakemoreJ,Otago University,Female,"Redding, Connecticut",59198,Horizon,AlwardV
63222,63222,False,std,14051,O'Mahoney-SchwartzD,,Male,"Fairfax, Virginia",16075,Savanna,AlwoodB
8609,8609,False,std,8609,AmadorEM,Cornell,Male,"New York, New York",27487,Quarry,AmadorEM
28969,28969,False,std,26818,RaberJ2,Brandeis University,Male,"San Francisco, California",26818,Quarry,AmannA
37593,37593,False,pm,34953,CentenoJ,,Male,"Chicago, Illinois",34953,Typhoon,AmarthaluruM
65355,65355,False,std,10907,DAddarioD,Skidmore College,Male,"Somerville, Massachusetts",46715,Patagonia,AmatoK
58182,58182,False,std,25334,HuADRHU356,Boston College,Male,"Brighton, Massachusetts",53791,Elysium,AmatrudoT
52455,52455,False,std,15852,CorrinL,University College London (UCL),Female,"Kent, United Kingdom",47405,Village,AmbanpolaB
50890,50890,False,cc,45313,AmbrowiakG,University of Wisconsin-Madison,Female,"Milwaukee, Wisconsin",45313,Frontier,AmbrowiakA
50889,50889,False,std,45313,AmbrowiakG,,Female,"Madison, Wisconsin",45313,Frontier,AmbrowiakC
45313,45313,False,pm,45313,AmbrowiakG,University of Wisconsin-Madison,Female,"Madison, Wisconsin",43651,Frontier,AmbrowiakG
50888,50888,False,std,45313,AmbrowiakG,,Female,"Kenosha, Wisconsin",45313,Frontier,AmbrowiakR
20414,20414,False,pm,11152,SeifD,Yale,Male,"New York, New York",4215,Palisade,AmdurS
57373,57373,False,std,15349,DubnerJ,United States,Female,"Parkland, Florida",13949,Skyline,AmelkinD
67918,67918,False,topcont,3934,BanksL,,Male,"Brookline, Massachusetts",62322,Forest,AmendolaB
17959,17959,False,cc,11001,ChinG,"Rhode Island School of Design, Pratt Institute",Cisgender Male,"Queens, New York",11001,Outback,AmerikaB
56504,56504,False,topcont,8016,ThurmondA,,Male,"Palm Springs, California",46890,Ravenna,AmesJ2
25636,25636,False,std,6686,Hartsell-GundyA,University of Washington,Male,"Long Island City, New York",9942,Morningstar,AminiG
64037,64037,False,std,20364,ManfrediM,"UCLA, Yale",Female,"San Francisco, California",39442,Pacific,AmirD
60370,60370,False,std,6544,McNamaraL2,,Male,"New York, New York",6544,Coastal,AmiraD
21577,21577,False,std,28740,ReingoldC,Harvard,Male,"San Francisco, California",8533,Peninsula,AmlinJ
2358,2358,False,std,1573,HauserME,NYU,Male,"Chicago, Illinois",1573,Wilderness,AmlinV
13545,13545,False,cc,13545,AmmermanA,,Male,"Arlington, Virginia",6856,Savanna,AmmermanA
22255,22255,False,std,21313,CunninghamJ,College of William & Mary,Male,"Chicago, Illinois",21313,Sakura,AmmermanN
44700,44700,False,cc,18517,OlsonC,University of Maryland,Male,"Baltimore, Maryland",10247,Seneca,AmorosJ
55334,55334,False,std,45204,MenicucciJ,Lehigh/Montana State,Male,"Belgrade, Montana",45204,Lyceum,AmouzouE
36966,36966,False,std,17812,RenzB,,Male,"Brooklyn, New York",15998,Junction,AmphlettN
27437,27437,False,pm,20254,BondT,Northwestern University,Male,"Austin, Texas",20254,Outback,AmponsahAlex
67412,67412,False,std,44889,GoetzH,Temple University,Female,"Philadelphia, Pennsylvania",61399,Summit,AmrheinK
41335,41335,False,std,20295,MarshC,Yale University,Female,"New York, New York",17960,Foundry,AmronS
64539,64539,False,std,10842,PillaiNS,University of Washington,Woman,"Los Altos, California",45011,Highland,Amsdenv
25554,25554,False,std,27734,KrotovM,Columbia University,Male,"Brooklyn, New York",2870,Orbital,AmspacherWC
22191,22191,False,std,2451,UlbergM,Brooklyn College,Male,"New York, New York",2451,Lyceum,AmsterD
54469,54469,False,std,11693,CohenN,University of Oxford,Male,"Oxford, United Kingdom",34241,Lyceum,AmstrupA
60341,60341,False,std,22950,VachaspatiP,New York University,Male,"Sayreville, New Jersey",54164,Zephyr,AmuahN
56550,56550,False,std,26549,DuffyM,Mississippi University for Women,Female,"Des Moines, Iowa",18007,Summit,AmundsonL
26817,26817,False,std,26817,AmuzieCC,,Male,"Washington, DC",20043,Palisade,AmuzieCC
36532,36532,False,std,12032,IngramB,The George Washington University,Male,"Dover, Delaware",12032,Tundra,AmygdalosA
53044,53044,False,std,23295,CorriereC,University of Maryland-College Park,Male,"Olney, Maryland",16642,Central,AnagnosM
50443,50443,False,std,18199,MarraccoM,Vassar College,Female,"Mesa, Arizona",2778,Metro,AnameierC
13822,13822,False,std,1083,KleinermanS,,Female,"Brooklyn, New York",25312,Meridian,AnandM
59070,59070,False,pm,17143,HegertyA,,Male,"Merrick, New York",51975,Meridian,AnandN
20069,20069,False,cc,9778,KruegerS,"Toronto, Stanford",Male,"San Mateo, California",9778,Meadow,AnannyJ
64745,64745,False,std,8002,SankaranA,"National Institute of Technology, Calicut (NITC)",Male,"Dubai, United Arab Emirates",48949,Arcadia,AnanthanR
63555,63555,False,std,11690,MeehanH,,Female,"Anchorage, Alaska",57009,Sakura,AnastasK
49818,49818,False,cc,18517,OlsonC,University of Maryland,Male,"Hyattsville, Maryland",44700,Seneca,AnbinderL
23140,23140,False,std,24242,GoyalA,University of Arizona,Male,"Philadelphia, Pennsylvania",5636,Orbital,AncharskiA
38013,38013,False,std,24242,GoyalA,,Female,"Tucson, Arizona",23140,Orbital,AncharskiT
5976,5976,False,std,2104,TricchinelliR,,Male,"Baltimore, Maryland",2104,Sierra,AndelaD
1382,1382,False,pm,8567,StaffordS,Wesleyan University,Male,"Oakland, California",28659,Junction,AndelmanE
28659,28659,False,pm,8567,StaffordS,Haverford,Male,"Silver Spring, Maryland",8567,Junction,AndelmanM
43808,43808,False,std,29713,CauleyS,Dartmouth College,Male,"Providence, Rhode Island",1280,Elysium,AnderBoisS
8020,8020,False,std,20716,AndersonJI,Pomona College,Male,"Takoma Park, Maryland",24341,Seaboard,AndereggT
64300,64300,False,std,13786,DremeauxL,Penn State,Female,"Exton, Pennsylvania",60265,Cosmos,AnderkoS
16296,16296,False,std,4190,SedgewickJ,University of Utah,Male,"Salt Lake City, Utah",22262,Tundra,AnderlB
60517,60517,False,std,4190,SedgewickJ,University of Utah,Male,"Salt Lake City, Utah",10135,Tundra,AnderlE
10135,10135,False,std,4190,SedgewickJ,University of Utah,Male,"Salt Lake City, Utah",16296,Tundra,AnderlW
39178,39178,False,std,17816,DreyfusB,Harvard,Female,"Darien, Connecticut",37311,Utopia,AndersenC3
2452,2452,False,std,4437,BarinholtzI,Dartmouth College,Male,"Los Angeles, California",4437,Pacific,AndersenE
